Word,Few_Raters,Prototypicality_Mean,Prototypicality_SD,Prototypicality_NRaters,Prototypicality_%Raters,Valence_Mean,Valence_SD,Valence_NRaters,Valence_%Raters,Valence_Source,Arousal_Mean,Arousal_SD,Arousal_NRaters,Arousal_%Raters,Arousal_Source,Happiness_Mean,Happiness_SD,Happiness_NRaters,Happiness_%Raters,Happiness_Source,Disgust_Mean,Disgust_SD,Disgust_NRaters,Disgust_%Raters,Disgust_Source,Anger_Mean,Anger_SD,Anger_NRaters,Anger_%Raters,Anger_Source,Fear_Mean,Fear_SD,Fear_NRaters,Fear_%Raters,Fear_Source,Sadness_Mean,Sadness_SD,Sadness_NRaters,Sadness_%Raters,Sadness_Source,AoA_Mean,AoA_SD,AoA_NRaters,AoA_%Raters,AoA_Source,Concreteness_Mean,Concreteness_SD,Concreteness_NRaters,Concreteness_%Raters,Concreteness_Source,Zipf_EsPal,POS,Emotionality,Family,Very_related_emotions,Pure_word,Dominant_emotion,Emotional_exclusivity
maravillarse,,3.95,1.12,21,1.00,7.70,1.45,20,1.00,NEW,6.73,1.88,22,1.00,NEW,4.50,0.76,20,1.00,NEW,1.00,0.00,20,1.00,NEW,1.05,0.22,21,1.00,NEW,1.05,0.22,20,1.00,NEW,1.00,0.00,20,1.00,NEW,8.81,1.57,21,1.00,NEW,3.64,1.59,22,1.00,NEW,2.49,VERB,2.70,maravilla,1,1,happiness,0.973
marginación,,1.90,1.30,21,1.00,1.60,0.75,20,1.00,Stadthagen-Gonzalez2017,6.75,1.07,20,1.00,Stadthagen-Gonzalez2017,1.03,0.18,30,#NA,Hinojosa2016_BRM,3.10,1.42,30,#NA,Hinojosa2016_BRM,3.63,1.30,30,#NA,Hinojosa2016_BRM,3.40,1.16,30,#NA,Hinojosa2016_BRM,4.43,0.68,30,#NA,Hinojosa2016_BRM,9.00,1.84,30,#NA,Hinojosa2016_PLoS,4.40,1.53,25,1.00,NEW,3.57,NOUN,3.40,marginar,4,0,sadness,0.321
marginado,,2.86,1.42,21,1.00,2.00,1.08,20,1.00,NEW,5.75,2.20,20,1.00,NEW,1.00,0.00,20,1.00,NEW,2.07,1.36,27,1.00,NEW,3.43,1.33,21,1.00,NEW,3.00,1.49,20,1.00,NEW,4.15,1.14,20,1.00,NEW,7.95,2.44,20,1.00,NEW,5.19,1.57,21,1.00,NEW,3.08,ADJECTIVE,3.00,marginar,3,0,sadness,0.364
marginar,,1.95,1.16,21,1.00,1.55,0.76,20,1.00,NEW,6.18,2.06,22,1.00,NEW,1.05,0.22,20,1.00,NEW,3.85,1.18,20,1.00,NEW,3.52,1.33,21,1.00,NEW,3.30,1.13,20,1.00,NEW,4.15,0.99,20,1.00,NEW,7.86,1.28,21,1.00,NEW,4.52,1.44,23,1.00,NEW,2.76,VERB,3.45,marginar,4,0,sadness,0.285
meditabundo,,2.00,1.41,21,0.52,4.47,1.77,26,0.58,NEW,5.11,2.13,26,0.73,NEW,1.86,0.95,20,0.70,NEW,1.55,0.82,20,0.55,NEW,1.58,0.79,21,0.57,NEW,1.50,0.85,22,0.45,NEW,2.25,1.22,21,0.57,NEW,11.00,0.00,20,0.50,NEW,4.00,1.76,21,0.57,NEW,2.80,ADJECTIVE,0.53,meditabundo,0,0,sadness,0.201
medroso,X,2.33,0.58,20,0.15,3.50,1.91,20,0.20,NEW,5.25,0.96,24,0.17,NEW,1.17,0.41,20,0.30,NEW,2.17,1.60,23,0.26,NEW,2.33,1.03,20,0.30,NEW,1.83,1.17,21,0.29,NEW,3.80,0.45,20,0.25,NEW,10.11,1.83,21,0.43,NEW,5.29,1.11,20,0.35,NEW,2.69,ADJECTIVE,1.50,miedo,1,1,sadness,0.418
melancolía,,4.05,1.17,22,1.00,2.85,1.39,20,1.00,Stadthagen-Gonzalez2017,5.00,2.51,20,1.00,Stadthagen-Gonzalez2017,1.65,1.14,20,1.00,Stadthagen-Gonzalez2018,1.60,1.10,20,1.00,Stadthagen-Gonzalez2018,1.90,1.07,20,1.00,Stadthagen-Gonzalez2018,2.25,1.16,20,1.00,Stadthagen-Gonzalez2018,4.05,1.10,20,1.00,Stadthagen-Gonzalez2018,9.42,1.96,50,#NA,Alonso2015,4.66,#NA,#NA,#NA,Duchon2013,3.84,NOUN,2.15,melancolía,1,1,sadness,0.380
melancólico,,4.55,0.76,20,1.00,3.00,1.75,20,1.00,Stadthagen-Gonzalez2017,5.00,2.49,20,1.00,Stadthagen-Gonzalez2017,1.80,1.20,20,1.00,Stadthagen-Gonzalez2018,1.75,1.25,20,1.00,Stadthagen-Gonzalez2018,2.30,1.13,20,1.00,Stadthagen-Gonzalez2018,1.90,0.91,20,1.00,Stadthagen-Gonzalez2018,3.75,1.16,20,1.00,Stadthagen-Gonzalez2018,9.22,1.62,23,1.00,NEW,3.96,1.64,23,1.00,NEW,3.55,ADJECTIVE,2.00,melancolía,1,1,sadness,0.308
melodramático,,2.27,1.39,22,1.00,3.63,1.80,20,0.95,NEW,5.91,1.77,24,0.92,NEW,1.37,0.60,20,0.95,NEW,1.78,1.04,23,1.00,NEW,2.32,0.95,20,0.95,NEW,2.24,1.04,21,1.00,NEW,3.25,1.29,20,1.00,NEW,9.74,1.51,23,1.00,NEW,4.95,1.69,21,1.00,NEW,2.48,ADJECTIVE,1.37,mel(o)+drama,1,1,sadness,0.316
menospreciado,,3.30,1.34,20,1.00,1.75,1.29,20,1.00,NEW,6.29,1.40,24,1.00,NEW,1.05,0.22,20,1.00,NEW,2.39,1.41,23,1.00,NEW,3.95,1.10,20,1.00,NEW,3.10,1.14,21,1.00,NEW,4.30,0.80,20,1.00,NEW,9.55,1.61,20,1.00,NEW,3.95,1.87,20,0.95,NEW,2.64,ADJECTIVE,3.25,menos+preciar,3,0,sadness,0.332
menospreciar,,2.52,1.54,21,1.00,2.80,1.28,20,1.00,Stadthagen-Gonzalez2017,6.65,1.46,20,1.00,Stadthagen-Gonzalez2017,1.05,0.22,20,1.00,Stadthagen-Gonzalez2018,4.25,1.07,20,1.00,Stadthagen-Gonzalez2018,3.90,1.07,20,1.00,Stadthagen-Gonzalez2018,2.90,1.07,20,1.00,Stadthagen-Gonzalez2018,3.90,1.12,20,1.00,Stadthagen-Gonzalez2018,8.83,2.21,23,1.00,NEW,4.40,1.71,25,1.00,NEW,3.02,VERB,2.20,menos+preciar,3,0,disgust,0.291
menosprecio,,2.85,1.60,20,1.00,2.15,1.14,20,1.00,Stadthagen-Gonzalez2017,6.30,1.79,20,1.00,Stadthagen-Gonzalez2017,1.00,0.00,30,#NA,Ferré2017,2.63,1.35,30,#NA,Ferré2017,3.27,1.26,30,#NA,Ferré2017,2.10,1.32,30,#NA,Ferré2017,3.20,1.54,30,#NA,Ferré2017,9.66,1.59,50,#NA,Alonso2015,4.51,#NA,#NA,#NA,Duchon2013,3.29,NOUN,2.85,menos+preciar,2,0,anger,0.315
miedo,,4.90,0.30,21,1.00,2.00,1.17,20,1.00,Stadthagen-Gonzalez2017,8.00,1.49,20,1.00,Stadthagen-Gonzalez2017,1.07,0.25,30,#NA,Ferré2017,1.50,0.73,30,#NA,Ferré2017,1.97,1.07,30,#NA,Ferré2017,4.10,1.21,30,#NA,Ferré2017,2.40,1.16,30,#NA,Ferré2017,3.60,1.91,50,#NA,Alonso2015,3.43,#NA,#NA,#NA,Duchon2013,4.95,NOUN,3.00,miedo,1,1,fear,0.502
miedoso,,4.71,0.90,21,1.00,3.25,1.33,20,1.00,Stadthagen-Gonzalez2017,6.83,1.69,20,1.00,Stadthagen-Gonzalez2017,1.23,0.77,30,#NA,Ferré2017,1.53,1.25,30,#NA,Ferré2017,1.83,1.18,30,#NA,Ferré2017,2.70,1.76,30,#NA,Ferré2017,2.47,1.25,30,#NA,Ferré2017,4.78,2.06,50,#NA,Alonso2015,4.67,1.80,21,#NA,Guasch2016,2.62,ADJECTIVE,1.75,miedo,0,0,fear,0.309
mimar,,1.90,1.30,21,1.00,7.00,1.56,20,1.00,NEW,3.05,2.80,22,1.00,NEW,4.40,0.68,20,1.00,NEW,1.55,1.00,20,1.00,NEW,1.19,0.68,21,1.00,NEW,1.05,0.22,20,1.00,NEW,1.10,0.31,20,1.00,NEW,5.05,1.90,20,1.00,NEW,4.35,1.61,23,1.00,NEW,2.47,VERB,2.00,mimo,1,1,happiness,0.781
mimosa,,2.73,1.39,22,1.00,7.40,1.35,20,1.00,Stadthagen-Gonzalez2017,3.35,2.76,20,1.00,Stadthagen-Gonzalez2017,3.75,1.12,20,1.00,Stadthagen-Gonzalez2018,1.10,0.31,20,1.00,Stadthagen-Gonzalez2018,1.20,0.70,20,1.00,Stadthagen-Gonzalez2018,1.00,0.00,20,1.00,Stadthagen-Gonzalez2018,1.30,0.57,20,1.00,Stadthagen-Gonzalez2018,5.65,2.81,23,1.00,NEW,4.05,1.58,20,0.95,NEW,2.67,ADJECTIVE,2.40,mimo,1,1,happiness,0.821
mimoso,,2.73,1.42,22,1.00,7.00,1.69,20,1.00,NEW,3.25,2.77,20,1.00,NEW,4.15,0.88,20,1.00,NEW,1.48,1.01,27,1.00,NEW,1.33,0.86,21,1.00,NEW,1.20,0.70,20,1.00,NEW,1.15,0.49,20,1.00,NEW,5.24,1.95,21,1.00,NEW,4.32,1.70,22,1.00,NEW,2.22,ADJECTIVE,2.00,mimo,1,1,happiness,0.695
miserable,,2.62,1.56,21,1.00,2.30,1.08,20,1.00,Stadthagen-Gonzalez2017,6.45,1.23,20,1.00,Stadthagen-Gonzalez2017,1.20,0.89,20,1.00,Stadthagen-Gonzalez2018,2.60,1.39,20,1.00,Stadthagen-Gonzalez2018,3.25,1.29,20,1.00,Stadthagen-Gonzalez2018,2.75,1.12,20,1.00,Stadthagen-Gonzalez2018,3.65,1.39,20,1.00,Stadthagen-Gonzalez2018,8.90,1.48,21,1.00,NEW,4.22,1.76,23,1.00,NEW,4.10,ADJECTIVE,2.70,miseria,2,0,sadness,0.290
miseria,,1.70,1.17,20,1.00,2.03,1.31,20,1.00,Stadthagen-Gonzalez2017,6.65,1.69,20,1.00,Stadthagen-Gonzalez2017,1.07,0.25,30,#NA,Ferré2017,1.77,1.10,30,#NA,Ferré2017,2.80,1.49,30,#NA,Ferré2017,3.07,1.44,30,#NA,Ferré2017,4.20,1.10,30,#NA,Ferré2017,8.36,2.19,50,#NA,Alonso2015,3.38,#NA,#NA,#NA,Duchon2013,4.34,NOUN,2.97,miseria,2,0,sadness,0.396
misericordia,,2.50,1.40,21,0.95,5.65,2.25,20,1.00,Stadthagen-Gonzalez2017,4.35,1.93,20,1.00,Stadthagen-Gonzalez2017,1.95,1.23,20,1.00,Stadthagen-Gonzalez2018,1.75,1.16,20,1.00,Stadthagen-Gonzalez2018,1.65,0.93,20,1.00,Stadthagen-Gonzalez2018,1.50,0.89,20,1.00,Stadthagen-Gonzalez2018,2.40,1.43,20,1.00,Stadthagen-Gonzalez2018,9.19,2.34,21,1.00,NEW,2.77,1.77,22,1.00,NEW,3.99,NOUN,0.65,misericorde,0,0,sadness,0.212
misericordioso,,1.85,1.09,20,1.00,5.70,1.89,20,1.00,Stadthagen-Gonzalez2017,3.70,2.47,20,1.00,Stadthagen-Gonzalez2017,2.00,1.49,20,1.00,Stadthagen-Gonzalez2018,2.16,1.57,20,0.95,Stadthagen-Gonzalez2018,1.45,0.76,20,1.00,Stadthagen-Gonzalez2018,1.25,0.55,20,1.00,Stadthagen-Gonzalez2018,1.75,1.12,20,1.00,Stadthagen-Gonzalez2018,9.48,1.60,21,1.00,NEW,4.11,1.88,20,0.95,NEW,3.32,ADJECTIVE,0.70,misericorde,0,0,disgust,0.252
moderado,,1.90,1.18,21,1.00,5.30,0.92,20,1.00,NEW,4.17,1.74,24,1.00,NEW,2.50,1.19,20,1.00,NEW,1.09,0.29,23,1.00,NEW,1.30,0.73,20,1.00,NEW,1.29,0.46,21,1.00,NEW,1.45,0.83,20,1.00,NEW,9.02,1.85,50,#NA,Alonso2015,3.74,1.63,23,1.00,NEW,4.04,ADJECTIVE,0.30,moderar,0,0,happiness,0.539
molestar,,2.00,1.41,21,1.00,2.73,0.99,20,1.00,Stadthagen-Gonzalez2017,6.88,1.60,20,1.00,Stadthagen-Gonzalez2017,1.23,0.68,30,#NA,Ferré2017,2.10,1.21,30,#NA,Ferré2017,3.60,1.16,30,#NA,Ferré2017,1.73,1.01,30,#NA,Ferré2017,2.23,1.22,30,#NA,Ferré2017,5.08,2.41,50,#NA,Alonso2015,4.10,#NA,#NA,#NA,Duchon2013,3.55,VERB,2.27,molesto,1,1,anger,0.402
molestia,,2.81,1.36,21,1.00,3.10,1.21,20,1.00,Stadthagen-Gonzalez2017,6.33,1.42,20,1.00,Stadthagen-Gonzalez2017,1.07,0.25,30,#NA,Ferré2017,1.50,0.82,30,#NA,Ferré2017,2.40,1.40,30,#NA,Ferré2017,2.27,0.98,30,#NA,Ferré2017,2.53,1.31,30,#NA,Ferré2017,6.54,2.94,50,#NA,Alonso2015,3.44,#NA,#NA,#NA,Duchon2013,3.68,NOUN,1.90,molesto,0,0,sadness,0.306
molesto,,3.41,1.47,22,1.00,2.45,1.47,20,1.00,Stadthagen-Gonzalez2017,6.95,1.19,20,1.00,Stadthagen-Gonzalez2017,1.10,0.45,20,1.00,Stadthagen-Gonzalez2018,2.45,1.05,20,1.00,Stadthagen-Gonzalez2018,3.21,1.18,20,0.95,Stadthagen-Gonzalez2018,2.64,1.22,22,1.00,NEW,2.75,1.37,20,1.00,Stadthagen-Gonzalez2018,6.80,2.21,50,#NA,Alonso2015,4.40,1.76,20,1.00,NEW,3.75,ADJECTIVE,2.55,molesto,1,1,anger,0.295
morbo,,2.43,1.40,21,1.00,6.70,1.72,20,1.00,Stadthagen-Gonzalez2017,7.85,1.23,20,1.00,Stadthagen-Gonzalez2017,3.00,1.21,20,1.00,Stadthagen-Gonzalez2018,1.75,0.79,20,1.00,Stadthagen-Gonzalez2018,1.40,0.82,20,1.00,Stadthagen-Gonzalez2018,1.60,1.05,20,1.00,Stadthagen-Gonzalez2018,1.15,0.67,20,1.00,Stadthagen-Gonzalez2018,10.24,1.34,21,1.00,NEW,4.32,1.75,25,1.00,NEW,3.08,NOUN,1.70,morbo,1,1,happiness,0.474
morbosa,,2.35,1.31,21,0.95,5.55,2.01,20,1.00,Stadthagen-Gonzalez2017,7.00,1.34,20,1.00,Stadthagen-Gonzalez2017,2.85,1.27,20,1.00,Stadthagen-Gonzalez2018,2.00,1.21,20,1.00,Stadthagen-Gonzalez2018,1.80,1.15,20,1.00,Stadthagen-Gonzalez2018,1.68,0.89,20,0.95,Stadthagen-Gonzalez2018,1.75,1.07,20,1.00,Stadthagen-Gonzalez2018,10.81,0.87,21,1.00,NEW,4.20,1.55,25,1.00,NEW,3.12,ADJECTIVE,0.55,morbo,0,0,happiness,0.230
morbosidad,,2.10,1.41,22,0.95,4.58,1.87,20,0.95,NEW,6.59,1.89,22,1.00,NEW,3.00,1.25,20,0.95,NEW,2.45,1.47,20,1.00,NEW,1.76,1.00,21,1.00,NEW,2.15,1.04,20,1.00,NEW,1.50,0.83,20,1.00,NEW,10.81,0.60,21,1.00,NEW,4.55,1.50,21,0.95,NEW,2.25,NOUN,0.42,morbo,1,1,happiness,0.256
morboso,,1.77,1.15,22,1.00,5.90,2.17,20,1.00,Stadthagen-Gonzalez2017,7.62,1.16,20,0.98,Stadthagen-Gonzalez2017,2.50,1.48,30,#NA,Ferré2017,2.07,1.28,30,#NA,Ferré2017,1.83,1.32,30,#NA,Ferré2017,1.63,1.22,30,#NA,Ferré2017,1.47,1.11,30,#NA,Ferré2017,10.06,1.27,50,#NA,Alonso2015,4.26,1.68,23,1.00,NEW,2.80,ADJECTIVE,0.90,morbo,0,0,happiness,0.229
morriña,,3.25,1.71,21,0.95,4.68,2.08,20,0.95,NEW,4.25,2.15,24,1.00,NEW,1.95,0.91,20,0.95,NEW,1.30,0.92,23,0.87,NEW,1.44,0.73,20,0.80,NEW,1.81,1.11,21,0.76,NEW,2.82,1.24,20,0.85,NEW,9.18,2.07,20,0.85,NEW,5.21,1.69,20,0.95,NEW,2.06,NOUN,0.32,morriña,0,0,sadness,0.353
mortificación,,1.94,1.11,21,0.86,2.44,1.39,26,0.96,NEW,3.05,2.10,26,0.85,NEW,1.29,0.69,20,0.85,NEW,3.19,1.42,20,0.80,NEW,3.05,1.24,21,1.00,NEW,3.47,1.06,22,0.68,NEW,3.20,1.40,21,0.95,NEW,10.70,0.66,21,0.95,NEW,3.90,1.95,22,0.95,NEW,2.84,NOUN,2.56,mortificar,4,0,fear,0.236
mortificado,,2.53,1.35,21,0.90,2.11,1.49,20,0.95,NEW,6.81,1.29,24,0.88,NEW,1.06,0.24,20,0.85,NEW,2.69,1.54,23,0.70,NEW,2.71,1.07,20,0.70,NEW,3.30,1.38,21,0.95,NEW,3.47,1.28,20,0.85,NEW,10.32,1.34,20,0.95,NEW,4.47,1.70,25,0.68,NEW,2.54,ADJECTIVE,2.89,mortificar,2,0,sadness,0.293
mortificarse,,3.00,1.17,21,0.81,2.32,1.29,20,0.95,NEW,6.81,1.66,22,0.95,NEW,1.26,0.56,20,0.95,NEW,3.06,1.35,20,0.90,NEW,2.88,1.50,21,0.76,NEW,3.37,1.21,20,0.95,NEW,3.76,1.03,20,0.85,NEW,10.50,1.25,21,0.86,NEW,3.38,1.69,22,0.95,NEW,1.59,VERB,2.68,mortificar,3,0,sadness,0.268
mosqueado,,4.15,0.88,20,1.00,2.92,1.44,26,1.00,NEW,2.60,1.38,26,0.96,NEW,1.10,0.31,20,1.00,NEW,2.15,1.18,20,1.00,NEW,3.71,0.96,21,1.00,NEW,2.55,1.26,22,1.00,NEW,2.65,1.46,21,0.95,NEW,7.45,1.73,20,1.00,NEW,4.80,1.64,20,1.00,NEW,1.69,ADJECTIVE,2.08,mosquear,1,1,anger,0.365
mosquearse,,3.23,1.41,22,1.00,3.31,1.78,26,1.00,NEW,2.76,1.54,26,0.96,NEW,1.05,0.22,20,1.00,NEW,2.15,1.14,20,1.00,NEW,3.81,0.93,21,1.00,NEW,2.77,1.31,22,1.00,NEW,2.45,1.05,21,0.95,NEW,7.29,2.33,21,1.00,NEW,4.05,1.64,20,1.00,NEW,0.81,VERB,1.69,mosquear,1,1,anger,0.382
mosqueo,,3.48,1.54,21,1.00,2.90,1.41,20,1.00,NEW,7.15,1.50,20,1.00,NEW,1.15,0.37,20,1.00,NEW,2.19,1.30,27,1.00,NEW,3.76,0.70,21,1.00,NEW,2.10,1.25,20,1.00,NEW,2.70,1.53,20,1.00,NEW,7.70,2.27,20,1.00,NEW,4.86,1.65,21,1.00,NEW,1.55,NOUN,2.10,mosquear,1,1,anger,0.379
motivación,,3.36,1.68,22,1.00,7.45,1.19,20,1.00,Stadthagen-Gonzalez2017,6.95,1.93,20,1.00,Stadthagen-Gonzalez2017,4.60,0.82,20,1.00,NEW,1.15,0.49,20,1.00,Stadthagen-Gonzalez2018,1.25,0.72,20,1.00,Stadthagen-Gonzalez2018,1.20,0.41,20,1.00,Stadthagen-Gonzalez2018,1.10,0.45,20,1.00,Stadthagen-Gonzalez2018,9.66,1.56,50,#NA,Alonso2015,3.74,1.77,25,1.00,NEW,3.97,NOUN,2.45,motivar,1,1,happiness,0.814
motivado,,4.19,0.87,21,1.00,7.40,1.27,20,1.00,NEW,7.60,2.04,20,1.00,NEW,4.55,0.76,20,1.00,NEW,1.07,0.38,27,1.00,NEW,1.38,0.74,21,1.00,NEW,1.10,0.31,20,1.00,NEW,1.05,0.22,20,1.00,NEW,8.38,1.96,21,1.00,NEW,4.70,1.43,23,1.00,NEW,3.75,ADJECTIVE,2.40,motivar,1,1,happiness,0.842
motivarse,,3.18,1.40,22,1.00,7.88,1.18,26,1.00,NEW,8.23,0.86,26,1.00,NEW,4.55,0.60,20,1.00,NEW,1.00,0.00,20,1.00,NEW,1.24,0.77,21,1.00,NEW,1.09,0.29,22,1.00,NEW,1.10,0.44,21,1.00,NEW,8.45,1.47,20,1.00,NEW,4.67,1.62,21,1.00,NEW,1.91,VERB,2.88,motivar,1,1,happiness,0.893
mustio,,2.94,1.35,21,0.86,2.16,0.90,20,0.95,NEW,3.86,2.31,22,0.95,NEW,1.26,0.45,20,0.95,NEW,2.23,1.34,22,1.00,NEW,1.79,1.18,21,0.90,NEW,2.11,1.10,20,0.95,NEW,3.56,1.10,22,0.82,NEW,9.21,1.78,21,0.90,NEW,4.91,1.44,25,0.88,NEW,2.59,ADJECTIVE,2.84,mustio,1,1,sadness,0.386
náusea,,1.76,0.94,21,1.00,1.80,1.06,20,1.00,Stadthagen-Gonzalez2017,6.65,1.84,20,1.00,Stadthagen-Gonzalez2017,1.03,0.18,30,#NA,Hinojosa2016_BRM,4.59,0.78,30,#NA,Hinojosa2016_BRM,1.70,1.06,30,#NA,Hinojosa2016_BRM,2.83,1.39,30,#NA,Hinojosa2016_BRM,2.47,1.33,30,#NA,Hinojosa2016_BRM,7.77,2.88,30,#NA,Hinojosa2016_PLoS,6.24,0.97,25,1.00,NEW,3.10,NOUN,3.20,náusea,1,1,disgust,0.467
nauseabundo,,2.65,1.62,20,0.85,2.05,1.22,20,0.95,NEW,5.56,2.25,22,0.82,NEW,1.16,0.50,20,0.95,NEW,3.85,1.27,22,0.91,NEW,2.11,1.05,21,0.90,NEW,2.80,1.15,20,0.75,NEW,3.10,1.17,22,0.91,NEW,10.16,1.12,21,0.90,NEW,4.53,1.87,20,0.85,NEW,2.80,ADJECTIVE,2.95,náusea,2,0,disgust,0.336
negatividad,,3.50,1.63,22,1.00,1.75,0.91,20,1.00,NEW,5.70,2.27,20,1.00,NEW,1.00,0.00,20,1.00,NEW,2.81,1.30,27,1.00,NEW,4.00,0.71,21,1.00,NEW,2.80,1.36,20,1.00,NEW,3.80,1.20,20,1.00,NEW,7.61,2.08,23,1.00,NEW,4.15,1.81,20,1.00,NEW,2.81,NOUN,3.25,negativo,2,0,anger,0.319
negativo,,3.60,1.50,20,1.00,2.15,1.09,20,1.00,Stadthagen-Gonzalez2017,6.75,1.29,20,1.00,Stadthagen-Gonzalez2017,1.17,0.53,30,#NA,Hinojosa2016_BRM,1.87,1.20,30,#NA,Hinojosa2016_BRM,2.23,1.33,30,#NA,Hinojosa2016_BRM,2.43,1.33,30,#NA,Hinojosa2016_BRM,3.20,1.24,30,#NA,Hinojosa2016_BRM,6.48,1.39,50,#NA,Alonso2015,3.85,1.70,30,#NA,Hinojosa2016_BRM,4.30,ADJECTIVE,2.85,negativo,1,1,sadness,0.344
negligente,,1.55,0.76,21,0.95,2.53,1.50,20,0.95,Stadthagen-Gonzalez2017,6.25,1.55,20,1.00,Stadthagen-Gonzalez2017,1.21,0.42,20,0.95,Stadthagen-Gonzalez2018,2.60,1.43,20,1.00,Stadthagen-Gonzalez2018,3.20,1.20,20,1.00,Stadthagen-Gonzalez2018,2.65,1.09,20,1.00,Stadthagen-Gonzalez2018,2.84,1.34,20,0.95,NEW,10.95,0.22,21,1.00,NEW,4.00,1.69,22,1.00,NEW,3.04,ADJECTIVE,2.47,negligente,1,1,anger,0.265
nerviosismo,,3.50,1.43,20,1.00,3.00,1.41,20,1.00,Stadthagen-Gonzalez2017,7.35,1.90,20,1.00,Stadthagen-Gonzalez2017,1.40,0.60,20,1.00,Stadthagen-Gonzalez2018,1.90,1.07,20,1.00,Stadthagen-Gonzalez2018,2.25,1.07,20,1.00,Stadthagen-Gonzalez2018,2.35,1.04,20,1.00,Stadthagen-Gonzalez2018,2.75,1.07,20,1.00,Stadthagen-Gonzalez2018,9.34,1.69,50,#NA,Alonso2015,4.23,#NA,#NA,#NA,Duchon2013,3.47,NOUN,2.00,nervioso,0,0,sadness,0.239
nervioso,,3.95,1.32,20,1.00,3.43,1.47,20,1.00,Stadthagen-Gonzalez2017,7.65,1.37,20,1.00,Stadthagen-Gonzalez2017,1.70,1.15,30,#NA,Ferré2017,1.67,1.12,30,#NA,Ferré2017,2.37,1.30,30,#NA,Ferré2017,3.13,1.53,30,#NA,Ferré2017,2.50,1.20,30,#NA,Ferré2017,6.94,1.77,50,#NA,Alonso2015,5.00,1.38,25,1.00,NEW,4.18,ADJECTIVE,1.57,nervioso,1,1,fear,0.229
neurosis,,2.11,1.13,21,0.86,2.95,1.99,20,0.95,Stadthagen-Gonzalez2017,7.63,1.26,20,0.95,Stadthagen-Gonzalez2017,1.22,0.55,20,0.90,Stadthagen-Gonzalez2018,1.65,0.99,20,1.00,Stadthagen-Gonzalez2018,1.95,1.28,20,1.00,Stadthagen-Gonzalez2018,3.17,1.15,20,0.90,Stadthagen-Gonzalez2018,2.72,0.89,20,0.90,Stadthagen-Gonzalez2018,10.86,0.47,23,0.96,NEW,5.04,#NA,#NA,#NA,Duchon2013,3.50,NOUN,2.05,neurosis,1,1,fear,0.342
neurótico,,2.24,1.41,22,0.95,2.90,1.45,20,1.00,Stadthagen-Gonzalez2017,7.28,1.38,20,0.98,Stadthagen-Gonzalez2017,1.10,0.31,30,#NA,Ferré2017,1.63,0.96,30,#NA,Ferré2017,2.37,1.38,30,#NA,Ferré2017,3.30,0.88,30,#NA,Ferré2017,2.67,1.24,30,#NA,Ferré2017,10.48,1.02,50,#NA,Alonso2015,4.74,1.63,23,#NA,Guasch2016,2.90,ADJECTIVE,2.10,neurosis,1,1,fear,0.362
nostalgia,,4.29,0.90,21,1.00,4.90,1.86,20,1.00,Stadthagen-Gonzalez2017,4.80,2.17,20,1.00,Stadthagen-Gonzalez2017,1.70,1.13,20,1.00,Stadthagen-Gonzalez2018,1.70,1.03,20,1.00,Stadthagen-Gonzalez2018,1.45,0.69,20,1.00,Stadthagen-Gonzalez2018,2.35,1.35,20,1.00,Stadthagen-Gonzalez2018,4.30,1.08,20,1.00,Stadthagen-Gonzalez2018,9.25,1.55,20,1.00,NEW,3.78,#NA,#NA,#NA,Duchon2013,3.81,NOUN,0.10,nostalgia,1,1,sadness,0.438
nostálgico,,4.33,1.06,21,1.00,2.85,1.46,20,1.00,NEW,4.86,2.17,22,1.00,NEW,1.80,1.06,20,1.00,NEW,1.36,0.85,22,1.00,NEW,1.43,0.87,21,1.00,NEW,2.20,1.01,20,1.00,NEW,3.68,1.21,22,1.00,NEW,9.52,1.63,21,1.00,NEW,4.30,1.61,23,1.00,NEW,2.95,ADJECTIVE,2.15,nostalgia,1,1,sadness,0.423
obnubilación,,2.83,1.53,20,0.60,4.17,1.85,20,0.60,NEW,4.50,1.98,24,0.50,NEW,1.62,0.77,20,0.65,NEW,1.11,0.33,23,0.39,NEW,2.00,1.32,20,0.45,NEW,2.62,1.19,21,0.62,NEW,1.88,0.83,20,0.40,NEW,10.60,1.26,23,0.43,NEW,4.15,1.41,21,0.62,NEW,#NA,NOUN,0.83,obnubilar,0,0,fear,0.357
obnubilado,,2.73,1.56,21,0.52,4.30,1.25,20,0.50,NEW,4.60,2.16,22,0.68,NEW,1.92,1.08,20,0.60,NEW,1.92,1.12,20,0.65,NEW,1.60,0.74,21,0.71,NEW,2.33,1.15,20,0.60,NEW,2.23,1.17,20,0.65,NEW,11.00,0.00,20,0.55,NEW,3.80,1.90,23,0.65,NEW,1.99,ADJECTIVE,0.70,obnubilar,0,0,fear,0.147
obnubilarse,,2.00,1.05,20,0.50,3.93,2.09,20,0.75,NEW,4.93,2.27,24,0.58,NEW,1.77,0.73,20,0.65,NEW,1.11,0.33,23,0.39,NEW,2.13,1.55,20,0.40,NEW,2.54,1.27,21,0.62,NEW,2.44,1.24,20,0.45,NEW,10.82,0.60,21,0.52,NEW,4.89,1.69,20,0.45,NEW,0.51,VERB,1.07,obnubilar,0,0,fear,0.286
